"second","GiannisAntetokounmpo","MalcolmBrogdon","MatthewDellavedova","TonySnell","GregMonroe","JohnHenson","MirzaTeletovic","JasonTerry","KhrisMiddleton","ThonMaker","RashadVaughn","SpencerHawes","TerrenceJones","AxelToupane","MichaelBeasley","JabariParker","MilesPlumlee","SteveNovak"
365,21,19,17,32,20,15,7,5,7,1,1,0,0,0,9,23,3,0
366,21,19,17,32,20,15,7,5,7,1,1,0,0,0,9,23,3,0
367,21,19,17,32,20,15,7,5,7,1,1,0,0,0,9,23,3,0
368,21,19,17,32,21,14,7,5,7,1,1,0,0,0,9,23,3,0
369,21,19,17,32,21,14,7,5,7,1,1,0,0,0,9,23,3,0
370,21,19,17,32,21,13,7,5,7,1,1,0,0,0,10,23,3,0
371,21,19,17,32,22,13,7,5,7,1,1,0,0,0,10,23,2,0
372,21,19,17,32,22,13,7,5,7,1,1,0,0,0,10,23,2,0
373,21,19,17,32,22,13,7,5,7,1,1,0,0,0,10,23,2,0
374,21,19,17,32,22,13,7,5,7,1,1,0,0,0,10,23,2,0
375,20,19,17,32,24,11,6,5,7,1,1,0,0,0,12,23,2,0
376,20,19,17,32,24,11,6,5,7,1,1,0,0,0,12,23,2,0
377,20,20,16,32,24,10,7,5,7,1,1,0,0,0,12,23,2,0
378,20,20,16,32,24,10,7,5,7,1,1,0,0,0,12,23,2,0
379,20,20,16,32,25,9,7,5,7,1,1,0,0,0,12,23,2,0
380,20,20,16,32,26,8,7,5,7,1,1,0,0,0,12,23,2,0
381,20,21,15,32,26,8,7,5,7,1,1,0,0,0,12,23,2,0
382,20,21,15,32,26,8,7,5,7,1,1,0,0,0,12,23,2,0
383,20,21,15,32,26,8,7,5,7,1,1,0,0,0,12,23,2,0
384,20,21,15,32,26,8,7,5,7,1,1,0,0,0,12,23,2,0
385,20,21,15,32,26,8,7,5,7,1,1,0,0,0,12,23,2,0
386,20,21,15,32,26,8,7,5,7,1,1,0,0,0,12,23,2,0
387,20,21,15,32,26,8,7,5,7,1,1,0,0,0,12,23,2,0
388,20,20,16,32,27,7,7,5,7,1,1,0,0,0,12,23,2,0
389,20,20,16,32,27,7,7,5,7,1,1,0,0,0,12,23,2,0
390,20,20,16,32,27,7,7,5,7,1,1,0,0,0,12,23,2,0
391,20,21,15,32,27,6,7,5,7,1,1,0,0,0,13,23,2,0
392,20,21,15,32,27,6,7,5,7,1,1,0,0,0,13,23,2,0
393,19,22,14,32,28,5,7,5,7,1,1,0,0,0,14,23,2,0
394,19,23,14,32,28,4,7,5,7,1,1,0,0,0,14,23,2,0
395,19,24,13,32,28,4,7,5,7,1,1,0,0,0,14,23,2,0
396,19,24,13,32,28,4,7,5,7,1,1,0,0,0,14,23,2,0
397,19,24,13,32,28,4,7,5,7,1,1,0,0,0,14,23,2,0
398,19,24,13,32,28,4,7,5,7,1,1,0,0,0,14,23,2,0
399,19,24,13,32,28,4,7,5,7,1,1,0,0,0,14,23,2,0
400,19,24,13,32,28,4,7,5,7,1,1,0,0,0,14,23,2,0
401,19,24,13,32,28,4,7,6,6,1,1,0,0,0,14,23,2,0
402,19,24,13,32,28,4,7,6,6,1,1,0,0,0,14,23,2,0
403,19,24,13,32,28,4,7,6,6,1,1,0,0,0,14,23,2,0
404,19,24,13,32,28,4,7,6,6,1,1,0,0,0,14,23,2,0
405,19,24,13,31,28,4,7,7,6,1,1,0,0,0,14,23,2,0
406,19,24,13,31,28,4,7,7,6,1,1,0,0,0,14,23,2,0
407,19,24,13,31,28,4,7,7,6,1,1,0,0,0,14,23,2,0
408,19,24,12,31,29,4,7,7,6,1,1,0,0,0,14,23,2,0
409,19,24,12,31,29,4,7,7,6,1,1,0,0,0,14,23,2,0
410,19,23,13,30,29,4,7,7,7,1,1,0,0,0,14,23,2,0
411,19,23,13,30,29,4,7,7,7,1,1,0,0,0,14,23,2,0
412,19,23,13,30,30,3,7,7,7,1,1,0,0,0,14,23,2,0
413,19,22,14,30,30,3,7,7,7,1,1,0,0,0,14,23,2,0
414,19,22,14,30,30,3,7,7,7,1,1,0,0,0,14,23,2,0
415,19,22,14,30,30,3,8,7,7,1,1,0,0,0,13,23,2,0
416,19,22,14,30,30,3,8,7,7,1,1,0,0,0,13,23,2,0
417,19,22,14,30,30,3,8,7,7,1,1,0,0,0,13,23,2,0
418,19,22,14,30,30,3,8,7,7,1,1,0,0,0,13,23,2,0
419,19,22,14,30,30,3,8,7,7,1,1,0,0,0,13,23,2,0
420,19,22,14,29,30,3,8,7,7,1,2,0,0,0,13,23,2,0
421,19,22,14,29,30,3,8,7,7,1,2,0,0,0,13,23,2,0
422,19,22,14,28,30,3,8,8,7,1,2,0,0,0,13,23,2,0
423,19,22,14,28,30,3,8,8,7,1,2,0,0,0,13,23,2,0
424,19,22,14,28,30,3,8,9,7,1,2,0,0,0,13,22,2,0
425,19,22,14,28,30,3,8,9,7,1,2,0,0,0,13,22,2,0
426,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
427,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
428,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
429,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
430,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
431,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
432,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
433,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
434,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
435,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
436,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
437,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
438,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
439,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
440,19,22,13,28,30,3,8,9,7,1,3,0,0,0,13,22,2,0
441,18,22,13,28,30,3,9,9,7,1,3,0,0,0,13,22,2,0
442,18,22,13,28,30,3,9,9,7,1,3,0,0,0,13,22,2,0
443,18,22,13,28,30,3,9,9,7,1,3,0,0,0,13,22,2,0
444,18,22,13,28,30,3,9,9,7,1,3,0,0,0,13,22,2,0
445,18,22,13,28,30,3,9,9,7,1,3,0,0,0,13,22,2,0
446,18,22,14,28,30,2,9,9,7,1,3,0,0,0,13,22,2,0
447,18,22,14,28,30,2,9,9,7,1,3,0,0,0,13,22,2,0
448,18,22,14,28,30,2,9,9,7,1,3,0,0,0,13,22,2,0
449,18,22,14,28,31,2,9,9,7,0,3,0,0,0,13,22,2,0
450,18,23,13,28,31,2,9,9,7,0,3,0,0,0,13,22,2,0
451,18,23,13,28,31,2,9,9,7,0,3,0,0,0,13,22,2,0
452,18,23,13,28,31,2,9,9,7,0,3,0,0,0,13,22,2,0
453,17,23,13,28,32,2,10,9,7,0,3,0,0,0,13,22,1,0
454,17,23,13,28,32,2,10,9,7,0,3,0,0,0,13,22,1,0
455,17,23,13,28,32,2,10,9,7,0,3,0,0,0,13,22,1,0
456,16,23,13,27,32,3,10,9,8,0,3,0,0,0,13,22,1,0
457,16,23,13,27,32,3,10,9,8,0,3,0,0,0,13,22,1,0
458,16,23,13,27,32,3,11,9,7,0,3,0,0,0,13,22,1,0
459,16,23,13,26,32,3,11,9,7,0,4,0,0,0,13,22,1,0
460,16,23,13,26,32,3,11,9,7,0,4,0,0,0,13,22,1,0
461,16,23,13,25,32,3,11,10,7,0,4,0,0,0,13,22,1,0
462,16,23,13,25,32,3,11,10,7,0,4,0,0,0,13,22,1,0
463,16,22,13,25,32,3,11,10,7,0,4,0,0,0,13,22,2,0
464,16,22,13,25,32,3,11,10,7,0,4,0,0,0,13,22,2,0
465,16,22,13,25,33,2,11,10,7,0,4,0,0,0,13,22,2,0
466,15,22,13,25,33,2,12,10,7,0,4,0,0,0,13,22,2,0
467,15,22,13,25,33,2,12,10,7,0,4,0,0,0,13,22,2,0
468,15,22,13,25,33,2,12,10,7,0,4,0,0,0,13,22,2,0
469,14,22,13,25,33,2,13,10,7,0,4,0,0,0,13,22,2,0
470,14,22,13,25,33,2,13,10,7,0,4,0,0,0,13,22,2,0
471,14,22,13,25,33,2,13,10,7,0,4,0,0,0,13,22,2,0
472,14,22,13,25,33,2,13,10,7,0,4,0,0,0,13,22,2,0
473,14,22,13,25,33,2,13,10,7,0,4,0,0,0,13,22,2,0
474,14,22,13,25,33,2,13,10,7,0,4,0,0,0,13,22,2,0
475,14,22,13,25,33,2,13,10,7,0,4,0,0,0,13,22,2,0
476,14,22,13,25,33,2,13,10,7,0,4,0,0,0,13,22,2,0
477,14,22,13,25,33,2,13,10,7,0,4,0,0,0,13,22,2,0
478,14,22,13,25,33,2,13,10,7,0,4,0,0,0,13,22,2,0
479,13,22,13,25,33,2,13,10,7,0,4,0,0,0,14,22,2,0
480,13,22,13,25,33,2,13,10,7,0,4,0,0,0,14,22,2,0
481,13,22,13,25,33,2,13,10,7,0,4,0,0,0,14,22,2,0
482,13,21,14,25,33,2,13,10,7,0,4,0,0,0,14,22,2,0
483,13,21,14,25,33,2,13,10,7,0,4,0,0,0,14,22,2,0
484,13,21,14,25,33,2,13,10,7,0,4,0,0,0,14,22,2,0
485,13,21,14,25,33,2,13,10,7,0,4,0,0,0,14,22,2,0
486,13,21,14,25,33,2,13,10,7,0,4,0,0,0,14,22,2,0
487,13,21,14,25,33,2,13,10,7,0,4,0,0,0,14,22,2,0
488,13,21,14,25,33,2,13,10,7,0,4,0,0,0,14,22,2,0
489,13,21,13,25,33,2,13,10,7,0,5,0,0,0,14,22,2,0
490,13,21,13,25,33,2,13,10,7,0,5,0,0,0,14,22,2,0
491,13,21,13,25,33,2,13,10,7,0,5,0,0,0,14,22,2,0
492,13,21,13,25,33,2,13,10,7,0,5,0,0,0,14,22,2,0
493,13,21,13,25,33,2,13,10,7,0,5,0,0,0,14,22,2,0
494,13,21,13,25,34,2,14,10,7,0,5,0,0,0,14,20,2,0
495,13,21,13,25,34,2,14,10,7,0,5,0,0,0,14,20,2,0
496,13,21,13,25,34,2,14,10,7,0,5,0,0,0,14,20,2,0
497,13,21,13,25,34,2,14,10,7,0,5,0,0,0,14,20,2,0
498,13,21,13,25,34,2,14,10,7,0,5,0,0,0,14,20,2,0
499,13,21,13,25,34,2,14,10,7,0,5,0,0,0,14,20,2,0
500,13,22,12,25,34,2,14,10,7,0,5,0,0,0,14,20,2,0
501,13,22,12,25,34,2,14,10,7,0,5,0,0,0,14,20,2,0
502,13,22,12,25,34,2,14,10,7,0,5,0,0,0,14,20,2,0
503,13,22,12,25,34,2,14,10,7,0,5,0,0,0,14,20,2,0
504,13,22,12,25,34,2,14,10,7,0,5,0,0,0,14,20,2,0
505,14,22,12,25,34,2,14,10,7,0,5,0,0,0,14,19,2,0
506,14,22,12,24,34,2,14,11,7,0,5,0,0,0,14,19,2,0
507,14,22,12,24,34,2,14,11,7,0,5,0,0,0,14,19,2,0
508,14,21,12,24,34,2,14,12,7,0,5,0,0,0,14,19,2,0
509,14,21,12,24,34,2,14,12,7,0,5,0,0,0,14,19,2,0
510,14,21,12,24,34,2,14,12,7,0,5,0,0,0,14,19,2,0
511,14,21,12,24,34,2,14,12,7,0,5,0,0,0,14,19,2,0
512,14,21,12,23,34,1,14,13,7,0,5,0,0,0,15,19,2,0
513,14,22,11,23,34,1,14,13,7,0,5,0,0,0,15,19,2,0
514,14,22,11,23,34,1,14,13,7,0,5,0,0,0,15,19,2,0
515,14,22,11,23,34,1,14,13,7,0,5,0,0,0,15,19,2,0
516,14,22,11,23,34,1,14,13,7,0,5,0,0,0,15,19,2,0
517,14,22,11,23,34,1,14,13,7,0,5,0,0,0,15,19,2,0
518,15,22,11,22,34,1,14,14,7,0,5,0,0,0,15,18,2,0
519,15,22,11,22,34,1,14,14,7,0,5,0,0,0,15,18,2,0
520,14,22,11,22,34,1,14,14,7,0,5,0,0,0,15,19,2,0
521,14,22,11,22,34,1,14,14,7,0,5,0,0,0,15,19,2,0
522,14,22,11,22,34,1,14,14,7,0,5,0,0,0,15,19,2,0
523,14,22,11,22,34,1,14,14,7,0,5,0,0,0,15,19,2,0
524,14,22,11,21,34,1,14,15,7,0,5,0,0,0,15,19,2,0
525,14,22,11,21,34,1,14,15,7,0,5,0,0,0,15,19,2,0
526,14,22,11,21,34,1,14,15,7,0,5,0,0,0,15,19,2,0
527,14,22,11,21,34,1,15,15,7,0,5,0,0,0,15,18,2,0
528,14,22,11,21,34,1,15,15,7,0,5,0,0,0,15,18,2,0
529,14,22,11,21,34,1,15,15,7,0,5,0,0,0,15,18,2,0
530,14,22,11,20,34,1,15,16,7,0,5,0,0,0,15,18,2,0
531,14,22,11,20,34,1,15,16,7,0,5,0,0,0,15,18,2,0
532,14,22,11,20,34,1,15,16,7,0,5,0,0,0,15,18,2,0
533,14,22,11,20,34,1,15,16,7,0,5,0,0,0,15,18,2,0
534,14,22,11,20,34,1,15,16,7,0,5,0,0,0,15,18,2,0
535,14,22,11,20,34,1,15,16,7,0,5,0,0,0,15,18,2,0
536,15,22,11,19,34,1,15,18,6,0,5,0,0,0,15,17,2,0
537,15,22,11,19,34,1,15,18,6,0,5,0,0,0,15,17,2,0
538,15,22,11,19,34,1,15,18,6,0,5,0,0,0,15,17,2,0
539,15,22,11,19,34,1,15,18,6,0,5,0,0,0,15,17,2,0
540,16,22,11,18,34,1,15,19,5,0,5,0,0,0,15,17,2,0
541,16,22,11,18,34,1,15,19,5,0,5,0,0,0,15,17,2,0
542,16,22,11,18,34,1,15,19,5,0,5,0,0,0,15,17,2,0
543,16,23,10,18,34,1,15,19,5,0,5,0,0,0,15,17,2,0
544,16,23,10,18,34,1,15,19,5,0,5,0,0,0,15,17,2,0
545,15,23,10,18,34,1,16,19,5,0,5,0,0,0,15,17,2,0
546,15,23,10,18,34,1,16,19,5,0,5,0,0,0,15,17,2,0
547,15,23,10,18,34,1,16,19,5,0,5,0,0,0,15,17,2,0
548,14,23,10,18,34,1,16,19,5,0,5,0,0,0,16,17,2,0
549,15,22,11,17,34,1,17,20,5,0,5,0,0,0,16,15,2,0
550,15,22,11,17,34,1,17,20,5,0,5,0,0,0,16,15,2,0
551,15,22,11,17,34,1,17,20,5,0,5,0,0,0,16,15,2,0
552,15,23,11,17,34,1,17,20,5,0,5,0,0,0,16,14,2,0
553,14,23,11,17,34,1,18,20,5,0,5,0,0,0,16,14,2,0
554,14,23,11,17,34,1,18,20,5,0,5,0,0,0,16,14,2,0
555,14,23,11,17,34,1,18,20,5,0,5,0,0,0,16,14,2,0
556,14,23,11,17,34,1,18,20,5,0,5,0,0,0,16,14,2,0
557,14,23,11,16,34,1,18,20,5,0,6,0,0,0,16,14,2,0
558,15,23,10,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
559,15,23,10,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
560,15,23,10,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
561,15,23,10,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
562,15,23,10,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
563,15,23,10,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
564,15,23,10,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
565,15,23,10,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
566,15,23,10,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
567,15,23,10,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
568,15,22,11,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
569,15,22,11,15,34,1,18,20,5,0,7,0,0,0,16,14,2,0
570,16,22,11,15,34,1,18,20,5,0,7,0,0,0,16,13,2,0
571,17,22,11,15,34,1,18,20,5,0,7,0,0,0,16,12,2,0
572,17,22,11,15,34,1,18,20,5,0,7,0,0,0,16,12,2,0
573,16,22,11,15,34,1,18,20,5,0,7,0,0,0,17,12,2,0
574,16,22,11,14,34,1,18,20,5,0,8,0,0,0,17,12,2,0
575,16,22,11,14,34,1,18,20,5,0,8,0,0,0,17,12,2,0
576,16,22,11,14,34,1,18,20,5,0,8,0,0,0,17,12,2,0
577,16,22,11,14,34,1,18,20,5,0,8,0,0,0,17,12,2,0
578,16,23,10,13,34,1,18,21,5,0,8,0,0,0,17,12,2,0
579,15,23,10,13,34,1,18,21,5,0,8,0,0,0,17,13,2,0
580,15,23,10,13,34,1,18,21,5,0,8,0,0,0,17,13,2,0
581,15,23,10,13,34,1,18,21,5,0,8,0,0,0,17,13,2,0
582,15,23,10,13,34,1,18,21,5,0,8,0,0,0,17,13,2,0
583,15,23,10,13,34,1,18,21,5,0,8,0,0,0,17,13,2,0
584,15,23,10,13,34,1,18,21,5,0,8,0,0,0,17,13,2,0
585,15,23,10,13,34,1,18,21,5,0,8,0,0,0,17,13,2,0
586,15,23,10,13,34,1,18,21,5,0,8,0,0,0,17,13,2,0
587,15,23,10,13,34,1,18,21,5,0,8,0,0,0,17,13,2,0
588,15,23,10,12,34,1,18,22,5,0,8,0,0,0,17,13,2,0
589,15,23,10,12,34,1,18,22,5,0,8,0,0,0,17,13,2,0
590,15,23,10,12,34,1,18,22,5,0,8,0,0,0,17,13,2,0
591,15,23,10,12,34,1,18,22,5,0,8,0,0,0,17,13,2,0
592,15,23,10,12,34,1,18,22,5,0,8,0,0,0,17,13,2,0
593,15,23,10,12,34,1,18,22,5,0,8,0,0,0,17,13,2,0
594,15,23,10,12,34,1,18,22,5,0,8,0,0,0,17,13,2,0
595,14,23,10,12,34,1,18,22,6,0,8,0,0,0,17,13,2,0
596,14,23,10,12,34,1,17,22,6,0,8,0,0,0,17,14,2,0
597,14,23,10,12,34,1,17,22,6,0,8,0,0,0,17,14,2,0
598,14,23,10,11,34,1,17,23,6,0,8,0,0,0,17,14,2,0
599,14,23,10,11,34,1,17,24,6,0,7,0,0,0,17,14,2,0
600,14,23,10,11,34,1,17,24,6,0,7,0,0,0,17,14,2,0
601,14,23,10,11,34,1,17,24,6,0,7,0,0,0,17,14,2,0
602,14,23,10,11,34,1,17,24,6,0,7,0,0,0,17,14,2,0
603,14,23,10,11,34,1,17,24,6,0,7,0,0,0,17,14,2,0
604,14,23,10,11,34,1,17,24,6,0,7,0,0,0,17,14,2,0
605,14,23,10,11,34,1,17,24,6,0,7,0,0,0,17,14,2,0
606,14,23,10,11,34,1,17,24,6,0,7,0,0,0,17,14,2,0
607,14,23,10,11,34,1,17,24,6,0,7,0,0,0,17,14,2,0
608,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
609,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
610,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
611,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
612,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
613,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
614,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
615,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
616,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
617,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
618,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
619,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
620,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
621,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
622,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
623,15,22,11,10,34,1,17,24,6,0,7,0,0,0,17,14,2,0
624,16,22,11,10,34,1,17,25,6,0,6,0,0,0,17,13,2,0
625,16,22,11,10,34,1,17,25,6,0,6,0,0,0,17,13,2,0
626,16,22,11,9,34,1,17,26,6,0,6,0,0,0,17,13,2,0
627,15,22,11,9,34,1,18,26,6,0,6,0,0,0,17,13,2,0
628,15,22,11,9,34,1,18,26,6,0,6,0,0,0,17,13,2,0
629,15,22,11,9,34,1,18,26,6,0,6,0,0,0,17,13,2,0
630,15,22,11,9,34,1,18,26,6,0,6,0,0,0,17,13,2,0
631,15,22,11,9,34,1,18,26,6,0,6,0,0,0,17,13,2,0
632,15,22,11,9,34,1,19,26,6,0,6,0,0,0,17,12,2,0
633,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
634,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
635,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
636,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
637,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
638,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
639,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
640,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
641,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
642,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
643,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
644,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
645,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
646,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
647,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
648,16,22,11,9,34,1,19,26,6,0,6,0,0,0,17,11,2,0
649,16,22,11,9,34,1,20,26,6,0,6,0,0,0,17,10,2,0
650,15,22,11,9,34,2,20,26,6,0,6,0,0,0,17,10,2,0
651,15,22,11,9,34,2,20,26,6,0,6,0,0,0,17,10,2,0
652,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
653,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
654,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
655,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
656,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
657,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
658,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
659,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
660,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
661,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
662,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
663,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
664,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
665,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
666,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
667,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
668,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
669,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
670,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
671,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
672,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
673,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
674,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
675,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
676,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
677,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
678,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
679,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
680,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
681,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
682,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
683,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
684,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
685,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
686,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
687,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
688,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
689,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
690,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
691,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
692,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
693,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
694,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
695,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
696,15,22,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
697,16,21,11,8,34,2,20,27,6,0,6,0,0,0,17,10,2,0
698,16,21,11,7,34,2,20,27,7,0,6,0,0,0,17,10,2,0
699,16,20,12,6,34,2,20,28,7,0,6,0,0,0,17,10,2,0
700,16,20,12,6,33,3,20,28,7,0,6,0,0,0,17,10,2,0
701,16,20,12,6,33,3,20,28,7,0,6,0,0,0,17,10,2,0
702,16,20,12,6,33,3,20,28,7,0,6,0,0,0,17,10,2,0
703,16,20,12,5,33,3,20,29,7,0,6,0,0,0,17,10,2,0
704,16,20,12,5,33,3,20,29,7,0,6,0,0,0,17,10,2,0
705,16,20,12,5,33,3,20,29,7,0,6,0,0,0,17,10,2,0
706,16,20,12,5,33,3,20,29,7,0,6,0,0,0,17,10,2,0
707,16,20,12,5,33,3,21,29,7,0,6,0,0,0,16,10,2,0
708,16,20,12,5,33,3,21,29,7,0,6,0,0,0,16,10,2,0
709,16,20,12,5,33,3,21,29,7,0,6,0,0,0,16,10,2,0
710,16,20,12,5,33,3,21,29,7,0,6,0,0,0,16,10,2,0
711,17,20,12,5,33,3,21,29,6,0,6,0,0,0,16,10,2,0
712,17,20,12,5,33,3,21,29,6,0,6,0,0,0,16,10,2,0
713,17,20,12,4,33,3,21,30,6,0,6,0,0,0,16,10,2,0
714,17,20,12,4,33,3,21,30,6,0,6,0,0,0,16,10,2,0
715,17,20,12,4,33,3,22,30,5,0,6,0,0,0,17,9,2,0
716,18,19,13,3,33,3,22,31,5,0,6,0,0,0,17,8,2,0
717,18,19,13,3,33,3,21,31,5,0,6,0,0,0,18,8,2,0
718,18,20,12,3,32,3,21,31,5,0,6,1,0,0,18,8,2,0
719,17,20,12,3,31,4,22,31,5,0,6,1,0,0,18,8,2,0
720,18,20,12,2,31,4,22,31,6,0,6,1,0,0,18,7,2,0
721,21,20,13,1,30,4,23,31,6,0,5,1,0,0,19,3,3,0
722,21,20,13,1,30,4,23,31,6,0,5,1,0,0,19,3,3,0
723,21,20,13,1,30,4,23,31,6,0,5,1,0,0,19,3,3,0
724,21,20,13,1,30,4,23,31,6,0,5,1,0,0,19,3,3,0
725,21,20,13,1,30,4,23,31,6,0,5,1,0,0,19,3,3,0
726,21,20,13,1,30,4,23,31,6,0,5,1,0,0,19,3,3,0
727,21,20,13,1,30,4,23,31,6,0,5,1,0,0,19,3,3,0
728,21,20,13,1,30,4,23,31,6,0,5,1,0,0,19,3,3,0
