"GAME_ID","EVENTNUM","CORRECTED_EVENTNUM","EVENTMSGTYPE","EVENTMSGACTIONTYPE","PERIOD","WCTIMESTRING","PCTIMESTRING","SECONDS_REMAINING","HOMEDESCRIPTION","NEUTRALDESCRIPTION","VISITORDESCRIPTION","SCORE","SCOREMARGIN","PERSON1TYPE","PLAYER1_ID","PLAYER1_NAME","PLAYER1_TEAM_ID","PLAYER1_TEAM_CITY","PLAYER1_TEAM_NICKNAME","PLAYER1_TEAM_ABBREVIATION","PERSON2TYPE","PLAYER2_ID","PLAYER2_NAME","PLAYER2_TEAM_ID","PLAYER2_TEAM_CITY","PLAYER2_TEAM_NICKNAME","PLAYER2_TEAM_ABBREVIATION","PERSON3TYPE","PLAYER3_ID","PLAYER3_NAME","PLAYER3_TEAM_ID","PLAYER3_TEAM_CITY","PLAYER3_TEAM_NICKNAME","PLAYER3_TEAM_ABBREVIATION","HOME_PLAYER1","HOME_PLAYER2","HOME_PLAYER3","HOME_PLAYER4","HOME_PLAYER5","VISITOR_PLAYER1","VISITOR_PLAYER2","VISITOR_PLAYER3","VISITOR_PLAYER4","VISITOR_PLAYER5","GAME_NUMERIC","qsecs_elapsed","tsecs_elapsed","players"
"0021600978",506,427,3,12,4,22:23:00,00:10:00,10,"Snell Free Throw 2 of 2 (19 PTS)","NULL","NULL","93 - 102",9,4,203503,"Tony Snell",1610612749,"Milwaukee","Bucks","MIL",0,0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL","NULL","NULL","NULL","NULL","203114","203503","202328","203507","203521","1626157","201937","202357","201575","203952",21600978,710,2870,"203114, 203503, 202328, 203507, 203521"
"0021600978",504,426,3,11,4,22:23:00,00:10:00,10,"Snell Free Throw 1 of 2 (18 PTS)","NULL","NULL","93 - 101",8,4,203503,"Tony Snell",1610612749,"Milwaukee","Bucks","MIL",0,0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL","NULL","NULL","NULL","NULL","203114","203503","202328","203507","203521","1626157","201937","202357","201575","203952",21600978,710,2870,"203114, 203503, 202328, 203507, 203521"
"0021600978",502,424,4,0,4,22:22:00,00:11:00,11,"Snell REBOUND (Off:1 Def:5)","NULL","NULL","93 - 100",7,4,203503,"Tony Snell",1610612749,"Milwaukee","Bucks","MIL",0,0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL","NULL","NULL","NULL","NULL","203114","203503","202328","203507","203521","1626157","201937","202357","201575","203952",21600978,709,2869,"203114, 203503, 202328, 203507, 203521"
"0021600978",499,422,3,12,4,22:22:00,00:18:00,18,"Middleton Free Throw 2 of 2 (11 PTS)","NULL","NULL","93 - 100",7,4,203114,"Khris Middleton",1610612749,"Milwaukee","Bucks","MIL",0,0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL","NULL","NULL","NULL","NULL","203114","203503","202328","203507","203521","1626157","201937","202357","201575","203952",21600978,702,2862,"203114, 203503, 202328, 203507, 203521"
"0021600978",497,421,3,11,4,22:22:00,00:18:00,18,"Middleton Free Throw 1 of 2 (10 PTS)","NULL","NULL","93 - 99",6,4,203114,"Khris Middleton",1610612749,"Milwaukee","Bucks","MIL",0,0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL","NULL","NULL","NULL","NULL","203114","203503","202328","203507","203521","1626157","201937","202357","201575","203952",21600978,702,2862,"203114, 203503, 202328, 203507, 203521"
"0021600978",491,416,3,12,4,22:20:00,00:22:00,22,"Snell Free Throw 2 of 2 (17 PTS)","NULL","NULL","93 - 98",5,4,203503,"Tony Snell",1610612749,"Milwaukee","Bucks","MIL",0,0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL","NULL","NULL","NULL","NULL","203114","203503","202328","203507","203521","1626157","201937","202357","201575","203952",21600978,698,2858,"203114, 203503, 202328, 203507, 203521"
"0021600978",489,414,3,11,4,22:20:00,00:22:00,22,"MISS Snell Free Throw 1 of 2","NULL","NULL","93 - 97",4,4,203503,"Tony Snell",1610612749,"Milwaukee","Bucks","MIL",0,0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL","NULL","NULL","NULL","NULL","203114","203503","202328","203507","203521","1626157","201937","202357","201575","203952",21600978,698,2858,"203114, 203503, 202328, 203507, 203521"
"0021600978",487,412,4,0,4,22:19:00,00:23:00,23,"Middleton REBOUND (Off:1 Def:7)","NULL","NULL","93 - 97",4,4,203114,"Khris Middleton",1610612749,"Milwaukee","Bucks","MIL",0,0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL","NULL","NULL","NULL","NULL","203114","203503","202328","203507","203521","1626157","201937","202357","201575","203952",21600978,697,2857,"203114, 203503, 202328, 203507, 203521"
"0021600978",484,409,2,5,4,22:19:00,00:32:00,32,"MISS Antetokounmpo 1' Layup","NULL","NULL","93 - 97",4,4,203507,"Giannis Antetokounmpo",1610612749,"Milwaukee","Bucks","MIL",0,0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL","NULL","NULL","NULL","NULL","203114","203503","202328","203507","203521","1626157","201937","202357","201575","203952",21600978,688,2848,"203114, 203503, 202328, 203507, 203521"
"0021600978",483,408,4,0,4,22:19:00,00:43:00,43,"Dellavedova REBOUND (Off:0 Def:1)","NULL","NULL","93 - 97",4,4,203521,"Matthew Dellavedova",1610612749,"Milwaukee","Bucks","MIL",0,0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL","NULL","NULL","NULL","NULL","203114","203503","202328","203507","203521","1626157","201937","202357","201575","203952",21600978,677,2837,"203114, 203503, 202328, 203507, 203521"
