"second","TerrenceJones","RashadVaughn","MalcolmBrogdon","SpencerHawes","TonySnell","GiannisAntetokounmpo","KhrisMiddleton","MirzaTeletovic","JasonTerry","MatthewDellavedova","GregMonroe","ThonMaker","JohnHenson","AxelToupane","MichaelBeasley","JabariParker","MilesPlumlee","SteveNovak"
392,0,4,39,0,62,36,14,19,10,31,54,1,12,0,27,42,4,0
393,0,4,40,0,62,35,13,19,11,30,55,1,11,0,28,42,4,0
394,0,4,41,0,62,35,13,19,11,30,55,1,10,0,28,42,4,0
395,0,4,42,0,62,35,13,19,11,29,56,1,10,0,28,42,3,0
396,0,4,42,0,62,34,13,19,11,29,57,1,9,0,29,42,3,0
397,0,4,42,0,62,34,13,19,11,29,57,1,9,0,29,42,3,0
398,0,4,42,0,62,34,13,19,11,29,57,1,9,0,29,42,3,0
399,0,4,42,0,62,34,13,19,11,29,57,1,9,0,29,42,3,0
400,0,4,42,0,62,34,13,19,11,29,57,1,9,0,29,42,3,0
401,0,4,41,0,62,34,12,19,12,30,57,1,9,0,29,42,3,0
402,0,4,41,0,62,34,12,19,12,30,57,1,9,0,29,42,3,0
403,0,4,41,0,62,34,12,19,12,30,57,1,9,0,29,42,3,0
404,0,4,41,0,62,34,12,19,12,30,58,1,8,0,29,42,3,0
405,0,4,41,0,60,34,12,19,14,30,58,1,8,0,29,42,3,0
406,0,4,41,0,60,34,12,20,14,30,59,1,7,0,29,41,3,0
407,0,4,41,0,60,34,12,20,14,30,59,1,7,0,29,41,3,0
408,0,5,42,0,59,34,12,20,14,28,60,1,7,0,29,41,3,0
409,0,5,42,0,59,34,12,20,14,28,60,1,7,0,29,41,3,0
410,0,5,41,0,58,34,13,20,14,29,60,1,7,0,29,41,3,0
411,0,5,41,0,58,34,13,20,14,29,61,1,6,0,29,41,3,0
412,0,5,41,0,58,34,13,20,14,29,62,1,5,0,29,41,3,0
413,0,5,40,0,58,33,13,20,14,30,62,1,6,0,29,41,3,0
414,0,5,40,0,58,33,13,20,14,30,62,1,6,0,29,41,3,0
415,0,5,40,0,58,33,13,21,14,30,62,1,6,0,28,41,3,0
416,0,5,40,0,58,33,13,21,14,30,62,1,6,0,28,41,3,0
417,0,5,40,0,58,33,13,21,14,30,62,1,6,0,28,41,3,0
418,0,5,40,0,58,33,13,21,14,30,62,1,6,0,28,41,3,0
419,0,5,40,0,58,33,13,21,14,30,62,1,6,0,28,41,3,0
420,0,6,40,0,57,33,13,21,14,30,62,1,6,0,28,41,3,0
421,0,6,40,0,57,33,13,21,14,30,62,1,6,0,28,41,3,0
422,0,6,40,0,56,33,13,21,15,30,62,1,6,0,28,41,3,0
423,0,6,40,0,56,33,13,21,15,30,62,1,6,0,28,41,3,0
424,0,6,40,0,56,33,13,21,16,30,62,1,6,0,28,40,3,0
425,0,6,40,0,56,33,13,21,16,30,62,1,6,0,28,40,3,0
426,0,7,40,0,56,33,13,21,16,29,62,1,6,0,28,40,3,0
427,0,7,40,0,56,33,13,21,16,29,62,1,6,0,28,40,3,0
428,0,7,40,0,55,33,13,21,17,29,62,1,6,0,28,40,3,0
429,0,7,40,0,54,33,13,21,18,29,62,1,6,0,28,40,3,0
430,0,7,40,0,54,33,13,21,18,29,62,1,6,0,28,40,3,0
431,0,7,41,0,54,33,13,21,18,28,62,1,6,0,28,40,3,0
432,0,7,41,0,54,33,13,21,18,28,62,1,6,0,28,40,3,0
433,0,7,41,0,54,33,13,21,18,28,62,1,6,0,28,40,3,0
434,0,7,42,0,54,33,13,21,18,27,62,1,6,0,28,40,3,0
435,0,7,42,0,54,33,13,21,18,27,62,1,6,0,28,40,3,0
436,0,7,42,0,54,33,13,21,18,27,62,1,6,0,28,40,3,0
437,0,7,42,0,54,33,13,21,18,27,62,1,6,0,28,40,3,0
438,0,7,42,0,53,33,13,21,19,27,62,1,6,0,28,40,3,0
439,0,7,42,0,53,33,13,21,19,28,62,1,5,0,28,40,3,0
440,0,7,42,0,53,33,13,21,19,28,62,1,5,0,28,40,3,0
441,0,7,42,0,53,32,13,22,19,27,63,1,5,0,28,40,3,0
442,0,7,42,0,53,32,13,22,19,27,63,1,5,0,28,40,3,0
443,0,7,42,0,53,32,13,22,19,27,63,1,5,0,28,40,3,0
444,0,7,42,0,53,32,13,22,19,27,63,1,5,0,28,40,3,0
445,0,7,42,0,53,32,13,22,19,27,63,1,5,0,28,40,3,0
446,0,7,42,0,53,32,13,22,19,28,63,1,4,0,28,40,3,0
447,0,7,43,0,52,31,13,23,19,28,63,1,4,0,28,40,3,0
448,0,7,44,0,52,31,13,23,19,27,63,1,4,0,28,40,3,0
449,0,7,44,0,52,31,13,23,19,27,64,0,4,0,28,40,3,0
450,0,8,45,0,52,31,13,23,19,25,64,0,4,0,28,40,3,0
451,0,8,45,0,52,31,13,23,19,25,64,0,4,0,28,40,3,0
452,0,8,45,0,52,31,13,23,19,25,64,0,4,0,28,40,3,0
453,0,8,45,0,52,30,13,24,19,25,65,0,4,0,28,40,2,0
454,0,8,45,0,52,30,13,24,19,25,65,0,4,0,28,40,2,0
455,0,8,45,0,52,30,13,24,19,25,65,0,4,0,28,40,2,0
456,0,8,45,0,51,29,14,24,19,25,65,0,5,0,28,40,2,0
457,0,8,45,0,51,29,14,24,19,25,65,0,5,0,28,40,2,0
458,0,8,45,0,51,29,13,25,19,25,65,0,5,0,28,40,2,0
459,0,9,45,0,50,29,13,25,19,25,65,0,5,0,28,40,2,0
460,0,9,45,0,50,29,13,25,19,25,65,0,5,0,28,40,2,0
461,0,9,45,0,49,29,13,25,20,25,65,0,5,0,28,40,2,0
462,0,9,45,0,49,29,13,25,20,25,65,0,5,0,28,40,2,0
463,0,9,44,0,49,28,13,26,20,25,65,0,5,0,28,40,3,0
464,0,9,44,0,49,28,13,26,20,25,65,0,5,0,28,40,3,0
465,0,9,44,0,49,28,13,26,20,25,66,0,4,0,28,40,3,0
466,0,9,44,0,49,27,13,27,20,25,66,0,4,0,28,40,3,0
467,0,9,44,0,49,27,13,27,20,25,66,0,4,0,28,40,3,0
468,0,9,44,0,49,27,13,27,20,25,66,0,4,0,28,40,3,0
469,0,9,44,0,49,26,13,28,20,25,66,0,4,0,28,40,3,0
470,0,9,45,0,48,26,13,28,21,24,66,0,4,0,28,40,3,0
471,0,9,45,0,48,26,13,28,21,24,66,0,4,0,28,40,3,0
472,0,9,45,0,48,26,13,28,21,24,66,0,4,0,28,40,3,0
473,0,9,45,0,48,26,13,28,21,24,66,0,4,0,28,40,3,0
474,0,9,45,0,48,26,13,28,21,24,66,0,4,0,28,40,3,0
475,0,9,45,0,48,27,13,28,21,24,66,0,4,0,28,39,3,0
476,0,9,46,0,48,27,13,28,21,23,66,0,4,0,28,39,3,0
477,0,9,46,0,48,27,13,28,21,23,66,0,4,0,28,39,3,0
478,0,9,46,0,48,27,13,28,21,23,66,0,4,0,28,39,3,0
479,0,9,46,0,48,26,13,28,21,23,66,0,4,0,29,39,3,0
480,0,9,46,0,48,26,13,28,21,23,66,0,4,0,30,38,3,0
481,0,9,46,0,48,26,13,28,21,23,66,0,4,0,30,38,3,0
482,0,9,45,0,48,26,13,28,21,24,66,0,4,0,30,38,3,0
483,0,9,44,0,48,26,13,28,21,25,66,0,4,0,30,38,3,0
484,0,9,44,0,48,26,13,28,21,25,66,0,4,0,30,38,3,0
485,0,9,44,0,48,26,13,28,21,25,66,0,4,0,30,38,3,0
486,0,9,44,0,48,26,13,28,21,25,66,0,4,0,30,38,3,0
487,0,9,43,0,48,26,13,28,21,26,66,0,4,0,30,38,3,0
488,0,9,43,0,48,26,13,28,21,26,67,0,3,0,30,38,3,0
489,0,10,44,0,47,26,13,29,21,24,67,0,3,0,30,38,3,0
490,0,10,44,0,47,26,13,29,21,24,67,0,3,0,30,38,3,0
491,0,10,44,0,47,26,13,29,21,24,67,0,3,0,30,38,3,0
492,0,10,44,0,47,26,13,29,21,24,67,0,3,0,30,38,3,0
493,0,10,44,0,47,26,13,29,21,24,67,0,3,0,30,38,3,0
494,0,10,44,0,47,26,13,30,21,24,68,0,3,0,30,36,3,0
495,0,10,44,0,47,26,13,30,21,24,68,0,3,0,30,36,3,0
496,0,10,44,0,46,26,13,30,22,24,68,0,3,0,30,36,3,0
497,0,10,44,0,46,26,13,30,22,24,68,0,3,0,30,36,3,0
498,0,10,44,0,46,26,13,30,22,24,68,0,3,0,30,36,3,0
499,0,10,44,0,45,26,13,30,23,24,68,0,3,0,30,36,3,0
500,0,10,45,0,45,25,13,30,23,23,68,0,3,0,30,37,3,0
501,0,10,45,0,45,25,13,30,23,23,68,0,3,0,30,37,3,0
502,0,10,45,0,45,25,13,30,23,23,68,0,3,0,30,37,3,0
503,0,10,45,0,45,25,13,30,23,23,68,0,3,0,30,37,3,0
504,0,10,45,0,45,25,13,30,23,23,68,0,3,0,30,37,3,0
505,0,10,45,0,45,26,13,30,23,23,68,0,3,0,30,36,3,0
506,0,10,45,0,44,26,13,30,24,23,68,0,3,0,30,36,3,0
507,0,10,45,0,44,26,13,30,24,23,68,0,3,0,30,36,3,0
508,0,10,44,0,44,26,13,30,25,23,68,0,3,0,30,36,3,0
509,0,10,44,0,43,26,13,30,26,23,68,0,3,0,30,36,3,0
510,0,10,44,0,42,27,13,31,27,23,68,0,3,0,30,34,3,0
511,0,10,44,0,42,27,13,31,27,23,68,0,3,0,30,34,3,0
512,0,10,44,0,41,28,12,31,28,23,68,0,2,0,31,34,3,0
513,0,10,45,0,41,28,12,31,28,22,68,0,2,0,31,34,3,0
514,0,10,45,0,41,29,12,31,28,22,68,0,2,0,31,33,3,0
515,0,10,45,0,40,29,12,31,29,22,68,0,2,0,31,33,3,0
516,0,10,45,0,39,29,12,31,30,22,68,0,2,0,31,33,3,0
517,0,10,45,0,39,29,12,31,30,22,68,0,2,0,31,33,3,0
518,0,10,45,0,37,30,12,31,32,22,68,0,2,0,31,32,3,0
519,0,10,45,0,37,30,12,31,32,22,68,0,2,0,31,32,3,0
520,0,10,45,0,37,29,12,31,32,22,68,0,2,0,31,33,3,0
521,0,10,45,0,37,29,12,31,32,22,68,0,2,0,31,33,3,0
522,0,10,45,0,37,29,12,31,32,22,68,0,2,0,31,33,3,0
523,0,10,45,0,37,29,12,31,32,22,68,0,2,0,31,33,3,0
524,0,10,45,0,36,28,12,31,33,22,68,0,2,0,31,34,3,0
525,0,10,45,0,36,27,12,32,33,22,68,0,2,0,31,34,3,0
526,0,10,45,0,36,27,11,33,33,22,68,0,2,0,31,34,3,0
527,0,10,45,0,36,27,11,34,33,22,68,0,2,0,31,33,3,0
528,0,10,45,0,35,27,11,34,34,22,68,0,2,0,31,33,3,0
529,0,10,45,0,35,27,11,34,34,22,68,0,2,0,31,33,3,0
530,0,10,45,0,34,27,11,34,35,22,68,0,2,0,31,33,3,0
531,0,10,45,0,34,27,11,34,35,22,68,0,2,0,31,33,3,0
532,0,10,45,0,34,27,11,34,35,22,68,0,2,0,31,33,3,0
533,0,10,45,0,34,27,11,34,35,22,68,0,2,0,31,33,3,0
534,0,10,45,0,34,27,11,34,35,22,68,0,2,0,31,33,3,0
535,0,10,45,0,34,27,11,34,35,22,68,0,2,0,31,33,3,0
536,0,10,45,0,33,28,10,34,37,22,68,0,2,0,31,32,3,0
537,0,10,45,0,33,28,10,34,37,22,68,0,2,0,31,32,3,0
538,0,10,45,0,33,28,10,35,37,22,68,0,2,0,31,31,3,0
539,0,10,45,0,33,28,10,35,37,22,68,0,2,0,31,31,3,0
540,0,10,45,0,32,29,9,35,38,23,68,0,2,0,31,30,3,0
541,0,10,45,0,32,29,9,35,38,23,68,0,2,0,31,30,3,0
542,0,10,45,0,32,29,9,35,38,23,68,0,2,0,31,30,3,0
543,0,10,46,0,32,29,9,35,38,22,68,0,2,0,31,30,3,0
544,0,10,46,0,32,29,9,35,38,22,68,0,2,0,31,30,3,0
545,0,10,46,0,32,29,9,36,38,21,68,0,2,0,31,30,3,0
546,0,10,46,0,32,29,9,36,38,21,68,0,2,0,31,30,3,0
547,0,10,46,0,32,29,9,36,38,21,68,0,2,0,31,30,3,0
548,0,10,46,0,32,28,9,36,38,21,68,0,2,0,32,30,3,0
549,0,10,45,0,31,30,9,37,39,22,68,0,2,0,32,27,3,0
550,0,10,45,0,31,30,9,37,39,22,68,0,2,0,32,27,3,0
551,0,10,45,0,31,29,9,37,39,22,68,0,2,0,33,27,3,0
552,0,10,46,0,31,29,9,37,39,22,68,0,2,0,33,26,3,0
553,0,10,46,0,31,28,9,38,39,22,68,0,2,0,33,26,3,0
554,0,10,46,0,31,28,9,38,39,22,68,0,2,0,33,26,3,0
555,0,10,46,0,31,28,9,38,39,22,68,0,2,0,33,26,3,0
556,0,10,46,0,31,29,9,38,39,22,68,0,2,0,32,26,3,0
557,0,11,46,0,30,30,9,38,39,22,68,0,2,0,32,25,3,0
558,0,12,46,0,28,31,9,38,40,21,68,0,2,0,32,25,3,0
559,0,12,46,0,28,31,9,38,40,21,68,0,2,0,32,25,3,0
560,0,12,46,0,28,31,9,38,40,21,68,0,2,0,32,25,3,0
561,0,12,46,0,28,31,9,38,40,21,68,0,2,0,32,25,3,0
562,0,12,46,0,28,31,9,38,40,21,68,0,2,0,32,25,3,0
563,0,13,46,0,27,31,9,38,40,21,68,0,2,0,32,25,3,0
564,0,13,46,0,27,31,9,38,40,21,68,0,2,0,32,25,3,0
565,0,13,46,0,27,31,9,38,40,21,68,0,2,0,32,25,3,0
566,0,13,46,0,27,32,9,38,40,21,68,0,2,0,32,24,3,0
567,0,13,46,0,27,32,9,38,40,21,68,0,2,0,32,24,3,0
568,0,13,45,0,27,31,9,38,40,22,68,0,2,0,32,25,3,0
569,0,13,45,0,27,31,9,38,40,22,68,0,2,0,32,25,3,0
570,0,13,45,0,27,33,9,38,40,22,68,0,2,0,32,23,3,0
571,0,13,45,0,27,34,9,38,40,22,68,0,2,0,32,22,3,0
572,0,13,45,0,27,34,9,38,40,22,68,0,2,0,32,22,3,0
573,0,13,45,0,26,33,10,38,40,22,68,0,2,0,33,22,3,0
574,0,14,45,0,25,33,10,38,40,22,68,0,2,0,33,22,3,0
575,0,14,45,0,24,33,10,38,41,22,68,0,2,0,33,22,3,0
576,0,14,45,0,24,33,10,38,41,22,68,0,2,0,33,22,3,0
577,0,14,45,0,24,34,10,38,41,22,68,0,2,0,33,21,3,0
578,0,14,46,0,23,34,10,38,42,21,68,0,2,0,33,21,3,0
579,0,14,46,0,23,33,10,38,42,21,68,0,2,0,33,22,3,0
580,0,14,46,0,23,33,10,38,42,21,68,0,2,0,33,22,3,0
581,0,14,46,0,23,33,10,38,42,21,68,0,2,0,33,22,3,0
582,0,14,47,0,23,33,9,38,42,21,68,0,2,0,33,22,3,0
583,0,14,47,0,23,33,9,38,42,21,68,0,2,0,33,22,3,0
584,0,14,47,0,23,33,9,38,42,21,68,0,2,0,33,22,3,0
585,0,14,47,0,23,33,9,38,42,21,68,0,2,0,33,22,3,0
586,0,14,47,0,23,33,9,38,42,21,68,0,2,0,33,22,3,0
587,0,14,47,0,23,33,9,38,42,21,68,0,2,0,33,22,3,0
588,0,14,47,0,22,33,9,38,43,21,68,0,2,0,33,22,3,0
589,0,14,47,0,22,33,9,38,43,21,68,0,2,0,33,22,3,0
590,0,14,47,0,21,33,9,38,44,21,68,0,2,0,33,22,3,0
591,0,14,47,0,21,33,9,38,44,21,68,0,2,0,33,22,3,0
592,0,14,47,0,20,33,9,38,45,21,68,0,2,0,33,22,3,0
593,0,14,47,0,20,33,9,38,45,21,68,0,2,0,33,22,3,0
594,0,14,47,0,20,33,9,38,45,21,68,0,2,0,33,22,3,0
595,0,14,47,0,20,32,10,38,45,21,68,0,2,0,33,22,3,0
596,0,14,47,0,20,32,10,37,45,21,68,0,2,0,33,23,3,0
597,0,14,47,0,20,32,10,37,45,21,68,0,2,0,33,23,3,0
598,0,14,47,0,19,33,10,37,46,21,68,0,2,0,33,22,3,0
599,0,13,47,0,19,33,10,37,47,21,68,0,2,0,33,22,3,0
600,0,13,47,0,19,33,10,38,47,21,68,0,2,0,33,21,3,0
601,0,13,47,0,19,33,10,38,47,21,68,0,2,0,33,21,3,0
602,0,13,47,0,19,33,10,38,47,21,68,0,2,0,33,21,3,0
603,0,13,47,0,19,33,10,38,47,21,68,0,2,0,33,21,3,0
604,0,13,47,0,19,33,10,38,47,21,68,0,2,0,33,21,3,0
605,0,13,47,0,19,33,10,38,47,21,68,0,2,0,33,21,3,0
606,0,13,47,0,19,33,10,38,47,21,68,0,2,0,33,21,3,0
607,0,13,47,0,19,33,10,38,47,21,68,0,2,0,33,21,3,0
608,0,13,46,0,18,34,10,38,47,22,68,0,2,0,33,21,3,0
609,0,13,46,0,18,34,10,38,47,22,68,0,2,0,33,21,3,0
610,0,13,46,0,18,34,10,38,47,22,68,0,2,0,33,21,3,0
611,0,13,46,0,18,34,10,38,47,22,68,0,2,0,33,21,3,0
612,0,13,46,0,18,34,10,38,47,22,68,0,2,0,33,21,3,0
613,0,13,46,0,18,34,10,38,47,22,68,0,2,0,33,21,3,0
614,0,13,46,0,18,34,10,39,47,22,68,0,2,0,33,20,3,0
615,0,13,46,0,18,34,10,39,47,22,68,0,2,0,33,20,3,0
616,0,13,46,0,18,34,10,39,47,22,68,0,2,0,33,20,3,0
617,0,13,46,0,18,34,10,39,47,22,68,0,2,0,33,20,3,0
618,0,13,46,0,17,34,11,39,47,22,68,0,2,0,33,20,3,0
619,0,13,46,0,17,34,11,39,47,22,68,0,2,0,33,20,3,0
620,0,13,46,0,17,34,11,39,47,22,68,0,2,0,33,20,3,0
621,0,13,46,0,17,34,11,39,47,22,68,0,2,0,33,20,3,0
622,0,13,46,0,17,34,11,39,47,22,68,0,2,0,33,20,3,0
623,0,13,46,0,17,34,11,39,47,22,68,0,2,0,33,20,3,0
624,0,12,46,0,17,34,11,39,48,22,68,0,2,0,33,20,3,0
625,0,12,46,0,17,34,11,39,48,22,68,0,2,0,33,20,3,0
626,0,12,46,0,16,34,11,39,49,22,68,0,2,0,33,20,3,0
627,0,12,46,0,16,33,11,40,49,22,68,0,2,0,33,20,3,0
628,0,12,46,0,15,33,11,40,50,22,68,0,2,0,33,20,3,0
629,0,12,46,0,15,33,11,40,50,22,68,0,2,0,33,20,3,0
630,0,12,46,0,15,33,11,40,50,22,68,0,2,0,33,20,3,0
631,0,12,46,0,15,33,11,40,50,22,68,0,2,0,33,20,3,0
632,0,13,46,0,15,32,11,41,50,22,68,0,2,0,33,19,3,0
633,0,13,46,0,15,33,11,41,50,22,68,0,2,0,33,18,3,0
634,0,13,46,0,15,33,11,41,50,22,68,0,2,0,33,18,3,0
635,0,13,46,0,15,33,11,41,50,22,68,0,2,0,33,18,3,0
636,0,13,46,0,15,33,11,41,50,22,68,0,2,0,33,18,3,0
637,0,13,46,0,15,33,11,41,50,22,68,0,2,0,32,19,3,0
638,0,13,46,0,15,33,11,41,50,22,68,0,2,0,32,19,3,0
639,0,13,46,0,15,33,11,41,50,22,68,0,2,0,32,19,3,0
640,0,13,46,0,15,33,11,41,50,22,68,0,2,0,32,19,3,0
641,0,13,46,0,15,33,11,41,50,22,68,0,2,0,32,19,3,0
642,0,13,46,0,15,33,11,41,50,22,68,0,2,0,32,19,3,0
643,0,13,46,0,15,33,11,41,50,22,68,0,2,0,32,19,3,0
644,0,13,46,0,15,33,11,41,50,22,68,0,2,0,32,19,3,0
645,0,13,46,0,15,33,11,41,50,22,68,0,2,0,32,19,3,0
646,0,13,46,0,15,33,11,41,50,22,68,0,2,0,32,19,3,0
647,0,13,46,0,15,33,11,41,50,22,68,0,2,0,32,19,3,0
648,0,13,46,0,15,34,10,41,50,22,68,0,2,0,32,19,3,0
649,0,13,46,0,15,34,10,42,50,22,68,0,2,0,32,18,3,0
650,0,13,46,0,15,33,10,42,50,22,68,0,3,0,32,18,3,0
651,0,13,46,0,15,33,10,42,50,22,68,0,3,0,32,18,3,0
652,0,13,46,0,14,33,10,42,51,22,68,0,3,0,32,18,3,0
653,0,13,46,0,14,33,10,42,51,22,68,0,3,0,32,18,3,0
654,0,13,46,0,14,33,10,42,51,22,68,0,3,0,32,18,3,0
655,0,13,46,0,14,33,10,42,51,22,68,0,3,0,32,18,3,0
656,0,13,46,0,14,33,10,42,51,22,68,0,3,0,32,18,3,0
657,0,13,46,0,14,33,10,42,52,22,68,0,3,0,32,17,3,0
658,0,13,46,0,14,33,10,42,52,22,68,0,3,0,32,17,3,0
659,0,13,46,0,14,33,10,42,52,22,68,0,3,0,32,17,3,0
660,0,13,46,0,14,33,10,42,52,22,68,0,3,0,32,17,3,0
661,0,13,46,0,14,33,10,42,52,22,68,0,3,0,32,17,3,0
662,0,13,46,0,14,33,10,42,52,22,68,0,3,0,32,17,3,0
663,0,13,46,0,14,34,10,42,52,22,68,0,3,0,32,16,3,0
664,0,13,46,0,14,34,10,42,52,22,68,0,3,0,32,16,3,0
665,0,13,46,0,14,34,10,42,52,22,68,0,3,0,32,16,3,0
666,0,13,46,0,14,34,10,42,52,22,68,0,3,0,32,16,3,0
667,0,13,46,0,14,34,10,42,52,22,68,0,3,0,32,16,3,0
668,0,13,46,0,14,35,10,42,52,22,68,0,3,0,31,16,3,0
669,0,13,46,0,14,35,10,42,52,22,68,0,3,0,31,16,3,0
670,0,13,46,0,14,35,10,42,52,22,68,0,3,0,31,16,3,0
671,0,13,46,0,14,35,10,42,52,22,68,0,3,0,31,16,3,0
672,0,13,46,0,14,35,10,42,52,22,68,0,3,0,31,16,3,0
673,0,13,46,0,14,35,10,42,52,22,68,0,3,0,31,16,3,0
674,0,13,46,0,14,35,10,42,52,22,68,0,3,0,31,16,3,0
675,0,13,46,0,13,36,10,42,52,22,68,0,3,0,31,16,3,0
676,0,13,46,0,13,36,10,42,52,22,68,0,3,0,31,16,3,0
677,0,13,46,0,13,36,10,42,52,22,68,0,3,0,31,16,3,0
678,0,13,46,0,13,36,10,42,52,22,68,0,3,0,31,16,3,0
679,0,13,46,0,13,36,10,42,52,22,68,0,3,0,31,16,3,0
680,0,13,46,0,13,36,10,42,52,22,68,0,3,0,31,16,3,0
681,0,13,46,0,13,36,10,42,52,22,68,0,3,0,31,16,3,0
682,0,13,46,0,13,36,10,42,52,22,68,0,3,0,31,16,3,0
683,0,13,46,0,13,36,10,42,52,22,68,0,3,0,31,16,3,0
684,0,13,46,0,13,36,10,42,52,22,68,0,3,0,31,16,3,0
685,0,13,46,0,13,36,10,41,52,22,67,0,4,0,32,16,3,0
686,0,13,46,0,13,36,10,41,52,22,67,0,4,0,32,16,3,0
687,0,13,45,0,13,36,10,41,52,23,67,0,4,0,32,16,3,0
688,0,13,45,0,13,36,10,41,52,23,67,0,4,0,32,16,3,0
689,0,13,45,0,13,36,10,41,52,23,67,0,4,0,32,16,3,0
690,0,13,45,0,13,36,10,41,52,23,67,0,4,0,32,16,3,0
691,0,13,45,0,13,36,10,41,52,23,67,0,4,0,32,16,3,0
692,0,13,45,0,13,36,10,41,52,23,67,0,4,0,32,16,3,0
693,0,13,45,0,13,36,10,41,52,23,67,0,4,0,32,16,3,0
694,0,13,45,0,13,36,10,41,52,23,67,0,4,0,32,16,3,0
695,0,13,45,0,13,36,10,41,52,23,67,0,4,0,32,16,3,0
696,0,13,45,0,13,36,10,41,52,23,67,0,4,0,32,16,3,0
697,0,13,44,0,13,37,10,41,52,23,67,0,4,0,32,16,3,0
698,0,13,44,0,12,37,11,41,52,23,67,0,4,0,32,16,3,0
699,0,13,43,0,11,37,11,41,53,24,67,0,4,0,32,16,3,0
700,0,13,43,0,11,37,11,41,53,24,66,0,5,0,32,16,3,0
701,0,13,43,0,11,37,11,41,53,24,66,0,5,0,32,16,3,0
702,0,14,43,0,10,36,11,41,53,24,65,0,6,0,33,16,3,0
703,0,14,43,0,9,36,11,41,54,24,65,0,6,0,33,16,3,0
704,0,14,43,0,9,36,11,41,54,24,65,0,6,0,33,16,3,0
705,0,14,43,0,9,36,11,41,54,24,65,0,6,0,33,16,3,0
706,0,14,43,0,9,36,11,41,54,24,65,0,6,0,33,16,3,0
707,0,14,43,0,9,36,11,42,54,24,65,0,6,0,32,16,3,0
708,0,14,43,0,9,36,11,42,54,24,65,0,6,0,32,16,3,0
709,0,14,43,0,9,36,11,42,54,24,65,0,6,0,32,16,3,0
710,0,14,43,0,9,36,11,42,54,24,65,0,6,0,32,16,3,0
711,0,15,43,0,8,37,10,43,55,24,64,1,6,0,31,15,3,0
712,0,15,43,0,8,37,10,43,55,24,63,1,7,0,31,15,3,0
713,0,15,43,0,7,37,10,43,56,24,63,1,7,0,31,15,3,0
714,0,15,42,0,7,38,9,44,56,25,62,1,7,0,31,15,3,0
715,0,15,42,0,7,38,8,45,56,25,62,1,7,0,32,14,3,0
716,0,15,42,0,6,38,8,46,56,26,62,1,7,0,32,13,3,0
717,0,15,40,0,6,39,8,45,56,26,61,1,7,0,34,13,4,0
718,0,15,41,1,6,39,8,45,56,25,60,1,7,0,34,13,4,0
719,0,15,42,1,7,37,8,46,56,24,59,1,8,0,33,14,4,0
720,0,15,41,1,6,38,8,48,56,25,58,1,9,0,32,13,4,0
721,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
722,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
723,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
724,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
725,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
726,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
727,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
728,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
729,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
730,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
731,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
732,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
733,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
734,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
735,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
736,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
737,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
738,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
739,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
740,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
741,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
742,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
743,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
744,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
745,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
746,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
747,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
748,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
749,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
750,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
751,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
752,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
753,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
754,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
755,0,13,41,1,5,41,9,49,59,27,56,1,10,0,29,9,5,0
